player,surface,year,matches,points
Fabian Marozsan,Hard,2023,4,630
Fabian Marozsan,Hard,2024,7,880
Fabian Marozsan,Hard,2025,5,737
Fabian Marozsan,Hard,2026,1,168
Fabio Fognini,Clay,2012,1,146
Fabio Fognini,Clay,2013,3,417
Fabio Fognini,Clay,2015,3,405
Fabio Fognini,Clay,2017,2,364
Fabio Fognini,Clay,2018,2,321
Fabio Fognini,Clay,2019,5,733
Fabio Fognini,Clay,2022,3,387
Fabio Fognini,Clay,2023,2,319
Fabio Fognini,Clay,2024,2,211
Fabio Fognini,Grass,2012,2,321
Fabio Fognini,Grass,2025,1,357
Fabio Fognini,Hard,2014,2,272
Fabio Fognini,Hard,2017,4,575
Fabio Fognini,Hard,2018,2,270
Fabio Fognini,Hard,2019,6,803
Fabio Fognini,Hard,2020,3,549
Fabio Fognini,Hard,2022,4,578
Fabrice Santoro,Clay,1990,1,108
Fabrice Santoro,Clay,1995,1,118
Fabrice Santoro,Clay,2001,2,459
Fabrice Santoro,Clay,2004,1,463
Fabrice Santoro,Hard,1991,1,143
Fabrice Santoro,Hard,2001,1,108
Fabrice Santoro,Hard,2002,1,106
Fabrice Santoro,Hard,2005,2,389
Fabrice Santoro,Hard,2006,1,140
Fabrice Santoro,Hard,2008,1,130
Facundo Arguello,Hard,2014,1,111
Facundo Bagnis,Clay,2024,3,497
Facundo Bagnis,Hard,2017,1,146
Facundo Bagnis,Hard,2021,1,223
Facundo Diaz Acosta,Clay,2024,2,225
Facundo Diaz Acosta,Hard,2023,1,196
Facundo Diaz Acosta,Hard,2025,1,112
Facundo Mena,Clay,2021,1,113
Farrukh Dustov,Hard,2014,1,110
Farrukh Dustov,Hard,2015,2,178
Federico Agustin Gomez,Clay,2024,1,95
Federico Arnaboldi,Clay,2025,1,110
Federico Cina,Hard,2024,2,187
Federico Cina,Hard,2025,2,266
Federico Coria,Clay,2019,1,168
Federico Coria,Clay,2020,1,192
Federico Coria,Clay,2021,1,149
Federico Coria,Clay,2023,1,153
Federico Coria,Clay,2024,2,245
Federico Coria,Clay,2025,1,167
Federico Coria,Hard,2022,1,88
Federico Coria,Hard,2023,2,203
Federico Delbonis,Clay,2013,1,201
Federico Delbonis,Clay,2014,1,133
Federico Delbonis,Clay,2015,1,84
Federico Delbonis,Clay,2016,1,123
Federico Delbonis,Clay,2019,2,256
Federico Delbonis,Clay,2021,2,270
Federico Delbonis,Clay,2022,3,366
Federico Delbonis,Clay,2023,1,223
Federico Delbonis,Grass,2022,1,156
Federico Delbonis,Hard,2016,1,145
Federico Delbonis,Hard,2017,1,149
Federico Delbonis,Hard,2018,1,153
Federico Delbonis,Hard,2022,3,532
Federico Gaio,Clay,2016,1,96
Federico Gaio,Hard,2020,1,181
Federico Luzzi,Clay,2001,1,169
Feliciano Lopez,Clay,2011,2,413
Feliciano Lopez,Clay,2015,1,172
Feliciano Lopez,Clay,2016,2,348
Feliciano Lopez,Clay,2017,1,121
Feliciano Lopez,Clay,2019,1,114
Feliciano Lopez,Clay,2021,1,232
Feliciano Lopez,Clay,2022,1,80
Feliciano Lopez,Clay,2023,1,188
Feliciano Lopez,Grass,2005,1,183
Feliciano Lopez,Grass,2013,1,240
Feliciano Lopez,Grass,2014,1,244
Feliciano Lopez,Grass,2015,1,210
Feliciano Lopez,Grass,2017,2,374
Feliciano Lopez,Grass,2018,2,283
Feliciano Lopez,Grass,2019,1,192
Feliciano Lopez,Grass,2021,1,184
Feliciano Lopez,Grass,2022,1,143
Feliciano Lopez,Hard,2003,1,214
Feliciano Lopez,Hard,2004,2,286
Feliciano Lopez,Hard,2008,2,283
Feliciano Lopez,Hard,2009,1,55
Feliciano Lopez,Hard,2010,1,179
Feliciano Lopez,Hard,2013,1,100
Feliciano Lopez,Hard,2014,3,398
Feliciano Lopez,Hard,2015,6,923
Feliciano Lopez,Hard,2016,1,129
Feliciano Lopez,Hard,2019,3,747
Feliciano Lopez,Hard,2020,1,201
Feliciano Lopez,Hard,2021,8,1561
Feliciano Lopez,Hard,2022,1,253
Feliciano Lopez,Hard,2023,1,145
Felipe Meligeni Alves,Clay,2026,2,371
Felix Auger Aliassime,Clay,2018,1,162
Felix Auger Aliassime,Clay,2019,5,684
Felix Auger Aliassime,Clay,2021,2,328
Felix Auger Aliassime,Clay,2022,5,743
Felix Auger Aliassime,Clay,2024,6,820
Felix Auger Aliassime,Clay,2025,2,416
Felix Auger Aliassime,Grass,2019,1,211
Felix Auger Aliassime,Grass,2021,3,683
Felix Auger Aliassime,Grass,2022,3,630
Felix Auger Aliassime,Grass,2025,2,234
Felix Auger Aliassime,Hard,2017,1,133
Felix Auger Aliassime,Hard,2019,10,1425
Felix Auger Aliassime,Hard,2020,8,1440
Felix Auger Aliassime,Hard,2021,3,601
Felix Auger Aliassime,Hard,2022,17,2579
Felix Auger Aliassime,Hard,2023,11,1823
Felix Auger Aliassime,Hard,2024,10,1552
Felix Auger Aliassime,Hard,2025,7,1113
Felix Auger Aliassime,Hard,2026,5,540
Felix Mantilla,Clay,2002,1,196
Felix Mantilla,Clay,2003,1,243
Felix Mantilla,Clay,2004,1,408
Felix Mantilla,Hard,1998,1,129
Fernando Gonzalez,Clay,2000,1,113
Fernando Gonzalez,Clay,2002,1,255
Fernando Gonzalez,Clay,2003,1,122
Fernando Gonzalez,Clay,2005,3,580
Fernando Gonzalez,Clay,2006,2,338
Fernando Gonzalez,Clay,2007,2,198
Fernando Gonzalez,Clay,2008,1,183
Fernando Gonzalez,Clay,2009,3,426
Fernando Gonzalez,Grass,2005,1,187
Fernando Gonzalez,Grass,2006,2,747
Fernando Gonzalez,Grass,2007,1,309
Fernando Gonzalez,Hard,2002,4,829
Fernando Gonzalez,Hard,2003,1,198
Fernando Gonzalez,Hard,2004,3,627
Fernando Gonzalez,Hard,2005,2,378
Fernando Gonzalez,Hard,2006,6,827
Fernando Gonzalez,Hard,2007,5,1005
Fernando Gonzalez,Hard,2008,2,465
Fernando Gonzalez,Hard,2009,7,1441
Fernando Gonzalez,Hard,2010,1,299
Fernando Meligeni,Hard,1996,1,148
Fernando Romboli,Hard,2016,1,100
Fernando Verdasco,Clay,2005,1,239
Fernando Verdasco,Clay,2010,2,209
Fernando Verdasco,Clay,2012,1,89
Fernando Verdasco,Clay,2014,1,124
Fernando Verdasco,Clay,2015,2,310
Fernando Verdasco,Clay,2016,1,117
Fernando Verdasco,Clay,2017,2,313
Fernando Verdasco,Clay,2019,1,114
Fernando Verdasco,Grass,2006,1,237
Fernando Verdasco,Grass,2013,1,283
Fernando Verdasco,Grass,2019,2,369
Fernando Verdasco,Hard,2007,1,110
Fernando Verdasco,Hard,2009,5,1351
Fernando Verdasco,Hard,2010,1,328
Fernando Verdasco,Hard,2011,1,149
Fernando Verdasco,Hard,2015,2,468
Fernando Verdasco,Hard,2016,2,475
Fernando Verdasco,Hard,2017,7,971
Fernando Verdasco,Hard,2018,4,763
Fernando Verdasco,Hard,2019,4,799
Fernando Verdasco,Hard,2020,1,166
Fernando Verdasco,Hard,2022,1,244
Fernon Wibier,Hard,1996,1,176
Filip Bergevi,Hard,2022,1,134
Filip Cristian Jianu,Clay,2024,1,117
Filip Dewulf,Clay,1997,1,249
Filip Horansky,Clay,2021,1,91
Filip Krajinovic,Clay,2019,1,152
Filip Krajinovic,Clay,2022,2,252
Filip Krajinovic,Clay,2023,1,210
Filip Krajinovic,Grass,2022,3,385
Filip Krajinovic,Hard,2017,1,177
Filip Krajinovic,Hard,2018,4,411
Filip Krajinovic,Hard,2019,4,479
Filip Krajinovic,Hard,2020,3,391
Filip Krajinovic,Hard,2021,2,341
Filip Krajinovic,Hard,2022,2,222
Filip Krajinovic,Hard,2023,1,177
Filip Misolic,Clay,2022,2,292
Filip Misolic,Clay,2024,1,301
Filip Misolic,Clay,2025,2,261
Filippo Volandri,Clay,2001,1,306
Filippo Volandri,Clay,2005,1,139
Filippo Volandri,Clay,2006,1,136
Filippo Volandri,Clay,2007,2,210
Fitriadi M Rifqi,Hard,2023,1,94
Flavio Cobolli,Clay,2022,2,240
Flavio Cobolli,Clay,2023,1,160
Flavio Cobolli,Clay,2024,2,429
Flavio Cobolli,Clay,2025,2,250
Flavio Cobolli,Clay,2026,1,114
Flavio Cobolli,Grass,2024,2,277
Flavio Cobolli,Grass,2025,2,551
Flavio Cobolli,Hard,2024,5,699
Flavio Cobolli,Hard,2025,7,1023
Flavio Saretta,Hard,2003,1,260
Florent Serra,Clay,2009,1,137
Florent Serra,Clay,2010,1,129
Florian Mayer,Clay,2011,1,174
Florian Mayer,Grass,2016,1,121
Florian Mayer,Hard,2010,1,111
Florian Mayer,Hard,2013,4,524
Florian Mayer,Hard,2014,1,157
Florian Mayer,Hard,2017,1,178
Frances Tiafoe,Clay,2022,1,95
Frances Tiafoe,Clay,2023,2,373
Frances Tiafoe,Clay,2025,4,736
Frances Tiafoe,Grass,2022,1,403
Frances Tiafoe,Hard,2017,1,254
Frances Tiafoe,Hard,2018,2,259
Frances Tiafoe,Hard,2019,1,140
Frances Tiafoe,Hard,2021,3,496
Frances Tiafoe,Hard,2022,9,1723
Frances Tiafoe,Hard,2023,7,1236
Frances Tiafoe,Hard,2024,10,1558
Frances Tiafoe,Hard,2025,1,147
Frances Tiafoe,Hard,2026,4,615
Francesco Maestrelli,Clay,2022,1,157
Francesco Passaro,Clay,2022,1,113
Francesco Passaro,Clay,2024,1,178
Francisco Cerundolo,Clay,2020,1,174
Francisco Cerundolo,Clay,2021,2,327
Francisco Cerundolo,Clay,2022,1,128
Francisco Cerundolo,Clay,2023,9,1693
Francisco Cerundolo,Clay,2024,6,1081
Francisco Cerundolo,Clay,2025,5,710
Francisco Cerundolo,Grass,2025,1,229
Francisco Cerundolo,Hard,2022,6,810
Francisco Cerundolo,Hard,2023,4,549
Francisco Cerundolo,Hard,2024,1,96
Francisco Cerundolo,Hard,2025,6,873
Francisco Clavet,Clay,1990,1,311
Francisco Clavet,Clay,1998,1,135
Francisco Comesana,Clay,2022,1,97
Francisco Comesana,Clay,2025,1,115
Francisco Comesana,Grass,2024,1,267
Francisco Comesana,Hard,2025,6,789
Francisco Llanes,Clay,2021,1,90
Franco Skugor,Hard,2019,1,130
Franco Squillari,Clay,1997,1,146
Franco Squillari,Clay,2002,1,211
Frank Dancevic,Clay,2016,1,145
Frank Dancevic,Hard,2008,1,118
Gabriel Decamps,Hard,2022,1,156
Gabriel Diallo,Clay,2025,2,367
Gabriel Diallo,Grass,2025,3,548
Gabriel Diallo,Hard,2024,5,790
Gabriel Diallo,Hard,2025,4,468
Gabriel Markus,Clay,1992,1,331
Gabriele Felline,Clay,2013,1,123
Gael Monfils,Clay,2006,1,97
Gael Monfils,Clay,2008,1,285
Gael Monfils,Clay,2009,2,366
Gael Monfils,Clay,2011,1,221
Gael Monfils,Clay,2013,1,363
Gael Monfils,Clay,2015,4,576
Gael Monfils,Clay,2016,2,251
Gael Monfils,Clay,2017,2,342
Gael Monfils,Clay,2018,1,349
Gael Monfils,Clay,2019,3,551
Gael Monfils,Clay,2020,1,271
Gael Monfils,Clay,2021,2,480
Gael Monfils,Clay,2022,2,190
Gael Monfils,Clay,2023,1,306
Gael Monfils,Clay,2024,3,465
Gael Monfils,Clay,2026,1,195
Gael Monfils,Grass,2013,1,122
Gael Monfils,Grass,2015,1,155
Gael Monfils,Grass,2024,2,426
Gael Monfils,Hard,2005,1,326
Gael Monfils,Hard,2006,1,165
Gael Monfils,Hard,2008,1,183
Gael Monfils,Hard,2009,2,404
Gael Monfils,Hard,2010,5,816
Gael Monfils,Hard,2013,1,206
Gael Monfils,Hard,2014,3,654
Gael Monfils,Hard,2015,2,221
Gael Monfils,Hard,2016,10,1600
Gael Monfils,Hard,2017,1,109
Gael Monfils,Hard,2018,5,836
Gael Monfils,Hard,2019,21,3164
Gael Monfils,Hard,2020,7,1153
Gael Monfils,Hard,2021,5,932
Gael Monfils,Hard,2022,7,1288
Gael Monfils,Hard,2023,3,402
Gael Monfils,Hard,2024,14,2163
Gael Monfils,Hard,2025,13,2393
Galo Blanco,Clay,1997,1,201
Galo Blanco,Clay,2001,1,122
Gary Muller,Grass,1992,1,229
Gastao Elias,Hard,2014,1,111
Gaston Etlis,Hard,1996,1,353
Gaston Gaudio,Clay,2003,2,381
Gaston Gaudio,Clay,2004,2,450
Gaston Gaudio,Clay,2005,1,140
Gaston Gaudio,Hard,2002,1,362
Gaston Gaudio,Hard,2004,1,93
Gaston Gaudio,Hard,2005,2,265
Gavin Van Peperzeel,Hard,2015,1,99
Genaro Alberto Olivieri,Clay,2024,1,110
George Bastl,Grass,2005,1,148
Gerald Melzer,Clay,2016,1,94
Germain Gigounon,Clay,2015,1,144
Gianluca Mager,Clay,2019,1,180
Gianluca Mager,Clay,2021,1,214
Gianluca Mager,Hard,2019,1,94
Gianluca Pozzi,Hard,2000,1,242
Gianluigi Quinzi,Clay,2018,1,111
Gianluigi Quinzi,Hard,2019,1,102
Gijs Brouwer,Clay,2019,1,113
Gijs Brouwer,Clay,2022,2,223
Gijs Brouwer,Clay,2023,2,217
Gijs Brouwer,Hard,2019,1,120
Gijs Brouwer,Hard,2021,2,334
Gijs Brouwer,Hard,2022,3,616
Gijs Brouwer,Hard,2023,4,487
Gijs Brouwer,Hard,2024,1,158
Gilles Arnaud Bailly,Clay,2025,1,133
Gilles Arnaud Bailly,Hard,2022,1,238
Gilles Muller,Grass,2005,2,348
Gilles Muller,Grass,2015,1,127
Gilles Muller,Grass,2017,2,532
Gilles Muller,Hard,2005,2,284
Gilles Muller,Hard,2008,1,224
Gilles Muller,Hard,2012,1,170
Gilles Muller,Hard,2015,2,340
Gilles Muller,Hard,2016,2,253
Gilles Muller,Hard,2017,1,103
Gilles Simon,Clay,2011,1,221
Gilles Simon,Clay,2012,2,267
Gilles Simon,Clay,2014,1,241
Gilles Simon,Clay,2015,1,193
Gilles Simon,Clay,2017,3,510
Gilles Simon,Clay,2021,1,220
Gilles Simon,Clay,2022,3,637
Gilles Simon,Grass,2013,1,240
Gilles Simon,Grass,2015,2,270
Gilles Simon,Grass,2019,1,294
Gilles Simon,Grass,2022,1,154
Gilles Simon,Hard,2008,5,1131
Gilles Simon,Hard,2009,2,311
Gilles Simon,Hard,2011,2,449
Gilles Simon,Hard,2012,2,234
Gilles Simon,Hard,2014,1,126
Gilles Simon,Hard,2015,3,471
Gilles Simon,Hard,2016,5,825
Gilles Simon,Hard,2017,2,371
Gilles Simon,Hard,2018,3,460
Gilles Simon,Hard,2019,5,667
Gilles Simon,Hard,2020,2,198
Gilles Simon,Hard,2021,2,218
Gilles Simon,Hard,2022,6,923
Giorgio Galimberti,Clay,2002,1,151
Giovanni Lapentti,Clay,2015,1,119
Giovanni Mpetshi Perricard,Clay,2024,1,300
Giovanni Mpetshi Perricard,Clay,2025,2,387
Giovanni Mpetshi Perricard,Grass,2024,4,894
Giovanni Mpetshi Perricard,Grass,2025,2,454
Giovanni Mpetshi Perricard,Hard,2024,9,1430
Giovanni Mpetshi Perricard,Hard,2025,10,1546
Giovanni Mpetshi Perricard,Hard,2026,1,206
Giulio Zeppieri,Clay,2022,1,187
Giulio Zeppieri,Clay,2025,1,171
Giulio Zeppieri,Hard,2024,1,141
Goncalo Oliveira,Clay,2019,1,116
Goncalo Oliveira,Clay,2024,1,117
Goncalo Oliveira,Hard,2019,1,134
Goncalo Oliveira,Hard,2024,1,95
Gonzalo Escobar,Hard,2019,1,197
Gonzalo Lama,Clay,2014,1,117
Goran Ivanisevic,Clay,1990,3,557
Goran Ivanisevic,Clay,1993,1,155
Goran Ivanisevic,Clay,1995,1,135
Goran Ivanisevic,Clay,2001,1,306
Goran Ivanisevic,Grass,1990,1,257
Goran Ivanisevic,Grass,1992,1,235
Goran Ivanisevic,Grass,1994,3,605
Goran Ivanisevic,Grass,1995,2,501
Goran Ivanisevic,Grass,1998,3,991
Goran Ivanisevic,Grass,2001,3,877
Goran Ivanisevic,Hard,1990,2,505
Goran Ivanisevic,Hard,1991,5,924
Goran Ivanisevic,Hard,1992,4,878
Goran Ivanisevic,Hard,1993,7,1407
Goran Ivanisevic,Hard,1994,5,1047
Goran Ivanisevic,Hard,1995,2,451
Goran Ivanisevic,Hard,1996,7,1266
Goran Ivanisevic,Hard,1997,1,332
Goran Ivanisevic,Hard,1998,1,136
Goran Ivanisevic,Hard,2001,2,283
Goran Prpic,Clay,1992,1,230
Govind Nanda,Hard,2024,1,112
Greg Rusedski,Clay,1996,1,177
Greg Rusedski,Clay,2005,1,107
Greg Rusedski,Grass,1993,1,327
Greg Rusedski,Grass,1995,1,180
Greg Rusedski,Hard,1995,1,147
Greg Rusedski,Hard,1997,4,1018
Greg Rusedski,Hard,1998,3,634
Greg Rusedski,Hard,1999,2,387
Greg Rusedski,Hard,2000,1,109
Greg Rusedski,Hard,2001,2,383
Greg Rusedski,Hard,2002,1,325
Greg Rusedski,Hard,2003,1,111
Greg Rusedski,Hard,2004,1,178
Greg Rusedski,Hard,2005,1,103
Grega Zemlja,Hard,2016,1,82
Gregoire Barrere,Clay,2023,1,102
Gregoire Barrere,Clay,2024,2,332
Gregoire Barrere,Grass,2021,1,260
Gregoire Barrere,Grass,2023,1,122
Gregoire Barrere,Hard,2016,1,94
Gregoire Barrere,Hard,2021,1,175
Gregoire Barrere,Hard,2023,3,462
Gregoire Barrere,Hard,2024,2,289
Grigor Dimitrov,Clay,2013,1,161
Grigor Dimitrov,Clay,2014,2,233
Grigor Dimitrov,Clay,2015,3,382
Grigor Dimitrov,Clay,2016,1,98
Grigor Dimitrov,Clay,2017,1,223
Grigor Dimitrov,Clay,2018,7,1113
Grigor Dimitrov,Clay,2019,2,473
Grigor Dimitrov,Clay,2021,1,145
Grigor Dimitrov,Clay,2022,8,1153
Grigor Dimitrov,Clay,2023,1,175
Grigor Dimitrov,Clay,2024,3,681
Grigor Dimitrov,Grass,2014,6,1200
Grigor Dimitrov,Grass,2017,3,524
Grigor Dimitrov,Grass,2018,1,100
Grigor Dimitrov,Grass,2023,3,380
Grigor Dimitrov,Grass,2024,4,490
Grigor Dimitrov,Grass,2025,1,144
Grigor Dimitrov,Hard,2009,1,176
Grigor Dimitrov,Hard,2011,2,278
Grigor Dimitrov,Hard,2012,2,267
Grigor Dimitrov,Hard,2013,4,489
Grigor Dimitrov,Hard,2014,7,1255
Grigor Dimitrov,Hard,2015,5,902
Grigor Dimitrov,Hard,2016,5,927
Grigor Dimitrov,Hard,2017,10,1849
Grigor Dimitrov,Hard,2018,6,1301
Grigor Dimitrov,Hard,2019,9,1337
Grigor Dimitrov,Hard,2020,2,243
Grigor Dimitrov,Hard,2021,8,1187
Grigor Dimitrov,Hard,2022,15,2101
Grigor Dimitrov,Hard,2023,22,3795
Grigor Dimitrov,Hard,2024,19,2699
Grigor Dimitrov,Hard,2025,7,983
Grigor Dimitrov,Hard,2026,1,97
Guido Andreozzi,Clay,2019,1,133
Guido Andreozzi,Hard,2019,1,165
Guido Pella,Clay,2014,1,126
Guido Pella,Clay,2016,2,238
Guido Pella,Clay,2018,2,316
Guido Pella,Clay,2019,7,1155
Guido Pella,Grass,2018,1,113
Guido Pella,Grass,2019,2,488
Guido Pella,Hard,2017,1,100
Guido Pella,Hard,2019,1,194
Guido Pella,Hard,2020,1,182
Guido Pella,Hard,2021,1,96
Guillermo Canas,Clay,2001,1,191
Guillermo Canas,Clay,2002,1,135
Guillermo Canas,Hard,2001,1,179
Guillermo Canas,Hard,2002,1,111
Guillermo Canas,Hard,2004,2,289
Guillermo Canas,Hard,2005,1,108
Guillermo Canas,Hard,2007,1,165
Guillermo Coria,Clay,2003,3,576
Guillermo Coria,Clay,2004,3,641
Guillermo Coria,Clay,2005,6,1240
Guillermo Coria,Grass,2005,1,257
Guillermo Coria,Hard,2002,1,262
Guillermo Coria,Hard,2003,1,200
Guillermo Coria,Hard,2004,3,465
Guillermo Coria,Hard,2005,1,134
Guillermo Garcia Lopez,Clay,2015,4,641
Guillermo Garcia Lopez,Clay,2018,1,245
Guillermo Garcia Lopez,Clay,2019,1,108
Guillermo Garcia Lopez,Hard,2015,2,331
Guillermo Garcia Lopez,Hard,2019,2,318
Guillermo Vilas,Clay,1977,1,241
Guillermo Vilas,Clay,1978,1,133
Guillermo Vilas,Clay,1982,1,187
Guillermo Vilas,Grass,1977,1,170
Guillermo Vilas,Grass,1979,1,261
Guillermo Vilas,Grass,1986,1,172
Gustavo Kuerten,Clay,1997,4,1049
Gustavo Kuerten,Clay,1998,1,290
Gustavo Kuerten,Clay,1999,2,283
Gustavo Kuerten,Clay,2000,7,1455
Gustavo Kuerten,Clay,2001,7,1433
Gustavo Kuerten,Clay,2002,4,671
Gustavo Kuerten,Clay,2003,1,293
Gustavo Kuerten,Clay,2004,2,440
Gustavo Kuerten,Grass,1999,1,177
Gustavo Kuerten,Grass,2000,1,137
Gustavo Kuerten,Hard,1997,1,177
Gustavo Kuerten,Hard,1999,4,990
Gustavo Kuerten,Hard,2000,8,1575
Gustavo Kuerten,Hard,2001,8,1735
Gustavo Kuerten,Hard,2002,3,654
Gustavo Kuerten,Hard,2003,1,90
Gustavo Kuerten,Hard,2007,1,117
Guy Den Ouden,Clay,2024,1,96
Guy Den Ouden,Clay,2025,4,510
Guy Den Ouden,Hard,2026,3,475
Guy Forget,Grass,1992,1,181
Guy Forget,Grass,1994,1,217
Guy Forget,Grass,1995,2,316
Guy Forget,Grass,1996,1,262
Guy Forget,Hard,1991,8,1508
Guy Forget,Hard,1992,3,629
Guy Forget,Hard,1994,1,279
Guy Forget,Hard,1996,1,139
Hady Habib,Hard,2025,1,164
Hamad Medjedovic,Clay,2023,1,168
Hamad Medjedovic,Grass,2024,1,132
Hamad Medjedovic,Hard,2025,6,1159
Hamad Medjedovic,Hard,2026,2,369
Harel Levy,Hard,2000,2,270
Harold Mayot,Hard,2020,1,100
Harold Mayot,Hard,2026,1,110
Harold Solomon,Clay,1980,1,155
Harry Wendelken,Hard,2025,2,380
Hendrik Dreekmann,Grass,1997,1,225
Hendrik Dreekmann,Hard,1995,1,210
Hendrik Dreekmann,Hard,1996,1,150
Henri Laaksonen,Clay,2018,1,96
Henri Laaksonen,Hard,2019,1,270
Henri Laaksonen,Hard,2022,1,182
Henri Leconte,Clay,1984,1,157
Henri Leconte,Clay,1985,1,165
Henri Leconte,Clay,1986,1,241
Henri Leconte,Clay,1988,4,962
Henri Leconte,Clay,1990,2,555
Henri Leconte,Clay,1992,1,213
Henri Leconte,Clay,1996,1,139
Henri Leconte,Grass,1985,2,580
Henri Leconte,Grass,1986,1,233
Henri Leconte,Hard,1986,1,188
Henri Squire,Clay,2024,1,306
Henrik Holm,Clay,1994,1,379
Henrik Sundstrom,Clay,1985,1,191
Henrique Rocha,Clay,2024,2,228
Henry Searle,Grass,2025,1,244
Hernan Casanova,Clay,2022,1,119
Hicham Arazi,Clay,1997,1,146
Hicham Arazi,Hard,2000,1,159
Hiroki Moriya,Hard,2014,1,119
Ho Gi Kang,Hard,2016,1,83
Holger Rune,Clay,2019,1,113
Holger Rune,Clay,2022,2,167
Holger Rune,Clay,2023,8,1585
Holger Rune,Clay,2024,7,1416
Holger Rune,Clay,2025,5,986
Holger Rune,Grass,2023,3,508
Holger Rune,Grass,2024,1,160
Holger Rune,Grass,2025,1,289
Holger Rune,Hard,2022,6,877
Holger Rune,Hard,2023,13,2200
Holger Rune,Hard,2024,10,1526
Holger Rune,Hard,2025,9,1489
Horacio Zeballos,Clay,2014,2,268
Horacio Zeballos,Clay,2017,1,117
Horacio Zeballos,Clay,2018,1,90
Horacio Zeballos,Hard,2017,1,104
Hubert Hurkacz,Clay,2019,5,769
Hubert Hurkacz,Clay,2020,1,171
Hubert Hurkacz,Clay,2021,4,692
Hubert Hurkacz,Clay,2022,13,2182
Hubert Hurkacz,Clay,2023,10,2332
Hubert Hurkacz,Clay,2024,17,2870
Hubert Hurkacz,Clay,2025,11,1611
Hubert Hurkacz,Clay,2026,4,627
Hubert Hurkacz,Grass,2019,3,566
Hubert Hurkacz,Grass,2021,6,1137
Hubert Hurkacz,Grass,2022,5,1039
Hubert Hurkacz,Grass,2023,9,1728
Hubert Hurkacz,Grass,2024,7,1254
Hubert Hurkacz,Grass,2025,1,142
Hubert Hurkacz,Hard,2018,7,1009
Hubert Hurkacz,Hard,2019,24,3352
Hubert Hurkacz,Hard,2020,12,1973
Hubert Hurkacz,Hard,2021,34,5282
Hubert Hurkacz,Hard,2022,38,6111
Hubert Hurkacz,Hard,2023,50,8849
Hubert Hurkacz,Hard,2024,33,5961
Hubert Hurkacz,Hard,2025,13,1971
Hubert Hurkacz,Hard,2026,12,1987
Hugo Dellien,Clay,2019,4,650
Hugo Dellien,Clay,2022,2,368
Hugo Dellien,Clay,2023,1,197
Hugo Dellien,Hard,2019,1,257
Hugo Dellien,Hard,2021,1,92
Hugo Gaston,Clay,2021,1,193
Hugo Gaston,Clay,2022,1,170
Hugo Gaston,Clay,2025,1,269
Hugo Gaston,Grass,2022,1,135
Hugo Gaston,Hard,2021,3,444
Hugo Gaston,Hard,2022,1,175
Hugo Gaston,Hard,2024,1,118
Hugo Gaston,Hard,2025,2,224
Hugo Gaston,Hard,2026,1,92
Hugo Grenier,Hard,2021,1,157
Hugo Grenier,Hard,2024,2,195
Hunter Reese,Hard,2015,1,82
Hyeon Chung,Clay,2017,1,128
Hyeon Chung,Hard,2015,1,64
Hyeon Chung,Hard,2016,1,96
Hyeon Chung,Hard,2017,1,138
Hyeon Chung,Hard,2018,6,895
Hyeon Chung,Hard,2019,2,333
Hyung Taik Lee,Hard,2006,1,115
Ignacio Buse,Clay,2025,1,108
Ignacio Buse,Hard,2025,1,199
Igor Andreev,Clay,2004,1,204
Igor Andreev,Clay,2005,1,139
Igor Andreev,Hard,2005,1,206
Igor Andreev,Hard,2006,1,187
Igor Andreev,Hard,2008,2,415
Igor Andreev,Hard,2010,1,237
Igor Sijsling,Hard,2015,1,101
Igor Sijsling,Hard,2016,2,163
Ilie Nastase,Clay,1973,1,135
Ilie Nastase,Clay,1978,1,134
Ilie Nastase,Grass,1972,1,263
Illya Marchenko,Clay,2021,1,95
Illya Marchenko,Hard,2011,1,153
Illya Marchenko,Hard,2016,2,219
Ilya Ivashka,Hard,2018,1,131
Ilya Ivashka,Hard,2019,2,346
Ilya Ivashka,Hard,2022,3,836
Ilya Ivashka,Hard,2023,3,388
Inaki Montes De La Torre,Clay,2024,1,109
Inigo Cervantes Huegun,Clay,2015,1,123
Inigo Cervantes Huegun,Clay,2016,1,139
Inigo Cervantes Huegun,Hard,2016,1,87
Irakli Labadze,Grass,1998,1,117
Irakli Labadze,Hard,2004,1,152
Ivan Dodig,Clay,2014,1,105
Ivan Dodig,Grass,2015,1,96
Ivan Dodig,Hard,2012,1,146
Ivan Dodig,Hard,2015,1,200
Ivan Gakhov,Clay,2019,1,190
Ivan Ivanov,Grass,2025,1,96
Ivan Lendl,Clay,1979,1,191
Ivan Lendl,Clay,1981,2,558
Ivan Lendl,Clay,1982,3,678
Ivan Lendl,Clay,1984,5,886
Ivan Lendl,Clay,1985,6,1043
Ivan Lendl,Clay,1986,3,495
Ivan Lendl,Clay,1987,5,1025
Ivan Lendl,Clay,1988,1,273
Ivan Lendl,Clay,1993,1,121
Ivan Lendl,Grass,1983,2,376
Ivan Lendl,Grass,1984,1,270
Ivan Lendl,Grass,1985,1,392
Ivan Lendl,Grass,1986,2,464
Ivan Lendl,Grass,1987,3,779
Ivan Lendl,Grass,1988,1,317
Ivan Lendl,Grass,1989,1,348
Ivan Lendl,Grass,1990,3,397
Ivan Lendl,Hard,1981,1,164
Ivan Lendl,Hard,1982,3,808
Ivan Lendl,Hard,1983,3,639
Ivan Lendl,Hard,1984,4,736
