player,surface,year,matches,points
Roberto Bautista Agut,Hard,2016,4,603
Roberto Bautista Agut,Hard,2017,2,221
Roberto Bautista Agut,Hard,2018,1,173
Roberto Bautista Agut,Hard,2019,9,1407
Roberto Bautista Agut,Hard,2020,2,346
Roberto Bautista Agut,Hard,2021,6,971
Roberto Bautista Agut,Hard,2022,9,1236
Roberto Bautista Agut,Hard,2023,8,1375
Roberto Bautista Agut,Hard,2024,2,294
Roberto Bautista Agut,Hard,2026,1,151
Roberto Carballes Baena,Clay,2017,1,229
Roberto Carballes Baena,Clay,2018,1,99
Roberto Carballes Baena,Clay,2019,3,467
Roberto Carballes Baena,Clay,2020,1,174
Roberto Carballes Baena,Clay,2021,1,184
Roberto Carballes Baena,Clay,2022,3,391
Roberto Carballes Baena,Clay,2023,2,457
Roberto Carballes Baena,Clay,2024,4,591
Roberto Carballes Baena,Hard,2021,1,148
Roberto Carballes Baena,Hard,2022,2,356
Roberto Carballes Baena,Hard,2023,3,441
Roberto Carballes Baena,Hard,2024,2,195
Roberto Cid,Clay,2019,1,145
Roberto Marcora,Hard,2021,1,90
Roberto Quiroz,Hard,2021,1,122
Robin Bertrand,Hard,2025,1,96
Robin Haase,Clay,2012,1,203
Robin Haase,Clay,2016,2,197
Robin Haase,Clay,2017,1,95
Robin Haase,Clay,2019,9,1367
Robin Haase,Clay,2021,1,218
Robin Haase,Clay,2022,2,234
Robin Haase,Clay,2024,1,129
Robin Haase,Grass,2019,2,365
Robin Haase,Hard,2013,1,99
Robin Haase,Hard,2016,1,100
Robin Haase,Hard,2017,1,128
Robin Haase,Hard,2018,1,321
Robin Haase,Hard,2019,16,2683
Robin Haase,Hard,2020,4,722
Robin Haase,Hard,2021,2,412
Robin Haase,Hard,2022,1,183
Robin Soderling,Clay,2009,2,441
Robin Soderling,Clay,2010,2,421
Robin Soderling,Clay,2011,1,100
Robin Soderling,Grass,2009,1,200
Robin Soderling,Hard,2004,1,140
Robin Soderling,Hard,2008,1,158
Robin Soderling,Hard,2009,5,888
Robin Soderling,Hard,2010,7,938
Robin Soderling,Hard,2011,4,703
Robin Vik,Hard,2006,1,100
Rod Frawley,Grass,1981,1,236
Rod Laver,Clay,1976,1,122
Rod Laver,Grass,1960,1,288
Rod Laver,Grass,1969,3,718
Rodrigo Pacheco Mendez,Hard,2025,1,230
Roger Federer,Clay,1999,1,313
Roger Federer,Clay,2000,1,233
Roger Federer,Clay,2001,3,739
Roger Federer,Clay,2002,5,824
Roger Federer,Clay,2003,7,1094
Roger Federer,Clay,2004,9,1350
Roger Federer,Clay,2005,10,1633
Roger Federer,Clay,2006,15,2799
Roger Federer,Clay,2007,8,1438
Roger Federer,Clay,2008,12,1975
Roger Federer,Clay,2009,8,1536
Roger Federer,Clay,2010,4,767
Roger Federer,Clay,2011,8,1750
Roger Federer,Clay,2012,8,1210
Roger Federer,Clay,2013,3,419
Roger Federer,Clay,2014,5,986
Roger Federer,Clay,2015,11,1771
Roger Federer,Clay,2016,3,460
Roger Federer,Clay,2019,6,1298
Roger Federer,Clay,2021,3,708
Roger Federer,Grass,1998,1,117
Roger Federer,Grass,2000,1,228
Roger Federer,Grass,2001,4,1022
Roger Federer,Grass,2002,1,179
Roger Federer,Grass,2003,5,874
Roger Federer,Grass,2004,9,1521
Roger Federer,Grass,2005,6,1083
Roger Federer,Grass,2006,7,1179
Roger Federer,Grass,2007,3,676
Roger Federer,Grass,2008,6,1213
Roger Federer,Grass,2009,4,996
Roger Federer,Grass,2010,4,943
Roger Federer,Grass,2011,3,812
Roger Federer,Grass,2012,12,2171
Roger Federer,Grass,2013,2,399
Roger Federer,Grass,2014,5,1091
Roger Federer,Grass,2015,8,1478
Roger Federer,Grass,2016,4,1026
Roger Federer,Grass,2017,7,1182
Roger Federer,Grass,2018,14,2434
Roger Federer,Grass,2019,8,1769
Roger Federer,Grass,2021,5,1045
Roger Federer,Hard,1998,1,103
Roger Federer,Hard,1999,1,186
Roger Federer,Hard,2000,11,2065
Roger Federer,Hard,2001,8,1346
Roger Federer,Hard,2002,20,3361
Roger Federer,Hard,2003,24,4295
Roger Federer,Hard,2004,34,5240
Roger Federer,Hard,2005,32,5324
Roger Federer,Hard,2006,42,6859
Roger Federer,Hard,2007,24,3799
Roger Federer,Hard,2008,20,3619
Roger Federer,Hard,2009,21,4062
Roger Federer,Hard,2010,26,4355
Roger Federer,Hard,2011,25,3710
Roger Federer,Hard,2012,24,3773
Roger Federer,Hard,2013,15,2798
Roger Federer,Hard,2014,17,2735
Roger Federer,Hard,2015,33,5057
Roger Federer,Hard,2016,7,1213
Roger Federer,Hard,2017,25,4388
Roger Federer,Hard,2018,30,5089
Roger Federer,Hard,2019,27,3775
Roger Federer,Hard,2020,5,1217
Roger Federer,Hard,2021,1,228
Rogerio Dutra Silva,Clay,2015,1,63
Rohan Bopanna,Grass,2006,1,132
Roman Andres Burruchaga,Clay,2022,1,172
Roman Safiullin,Clay,2019,1,153
Roman Safiullin,Clay,2024,1,95
Roman Safiullin,Grass,2023,2,547
Roman Safiullin,Hard,2017,1,101
Roman Safiullin,Hard,2022,2,464
Roman Safiullin,Hard,2024,5,793
Roman Safiullin,Hard,2025,3,562
Ronit Karki,Grass,2025,1,96
Roscoe Tanner,Grass,1977,1,170
Roy Smith,Hard,2018,1,223
Ruben Bemelmans,Grass,2019,1,156
Ruben Bemelmans,Hard,2017,1,194
Ruben Gonzales,Hard,2016,1,77
Ruben Ramirez Hidalgo,Clay,2008,1,193
Ruben Ramirez Hidalgo,Hard,2015,1,109
Rudolf Molleker,Clay,2019,1,174
Rudolf Molleker,Grass,2019,1,216
Rudy Coco,Hard,2014,1,102
Ryan Harrison,Clay,2017,1,101
Ryan Harrison,Hard,2018,2,302
Ryan Seggerman,Hard,2024,1,117
Ryo Tabata,Hard,2026,1,121
Saidalo Saidkarimov,Hard,2019,1,72
Salvatore Caruso,Clay,2021,1,230
Salvatore Caruso,Hard,2019,1,167
Sam Querrey,Grass,2015,3,530
Sam Querrey,Grass,2016,1,262
Sam Querrey,Grass,2017,2,519
Sam Querrey,Grass,2018,1,202
Sam Querrey,Grass,2019,1,246
Sam Querrey,Grass,2022,2,173
Sam Querrey,Hard,2010,1,205
Sam Querrey,Hard,2015,1,148
Sam Querrey,Hard,2017,2,243
Sam Querrey,Hard,2019,3,571
Sam Querrey,Hard,2022,2,417
Samuel Groth,Grass,2015,2,451
Sanam Singh,Hard,2015,1,85
Sandro Ehrat,Clay,2019,1,170
Sanjar Fayziev,Clay,2017,1,119
Santiago Giraldo,Clay,2015,2,271
Sargis Sargsian,Hard,2004,1,152
Sascha Gueymard Wayenburg,Clay,2022,1,119
Scott Draper,Grass,1999,1,161
Scott Draper,Hard,1998,1,77
Scott Griekspoor,Clay,2018,1,162
Scott Griekspoor,Hard,2015,1,86
Scott Griekspoor,Hard,2019,1,166
Scoville Jenkins,Hard,2005,1,197
Sebastian Baez,Clay,2021,6,781
Sebastian Baez,Clay,2022,10,1747
Sebastian Baez,Clay,2023,5,820
Sebastian Baez,Clay,2024,8,1235
Sebastian Baez,Clay,2025,2,259
Sebastian Baez,Grass,2024,1,103
Sebastian Baez,Hard,2022,5,565
Sebastian Baez,Hard,2023,5,711
Sebastian Baez,Hard,2024,4,454
Sebastian Baez,Hard,2025,2,215
Sebastian Baez,Hard,2026,2,237
Sebastian Fanselow,Hard,2015,1,87
Sebastian Korda,Clay,2022,2,385
Sebastian Korda,Clay,2024,3,422
Sebastian Korda,Clay,2025,3,450
Sebastian Korda,Grass,2023,1,260
Sebastian Korda,Grass,2024,7,1220
Sebastian Korda,Hard,2021,2,354
Sebastian Korda,Hard,2022,5,1002
Sebastian Korda,Hard,2023,10,1879
Sebastian Korda,Hard,2024,8,1288
Sebastian Korda,Hard,2025,6,1058
Sebastian Korda,Hard,2026,2,385
Sebastian Ofner,Clay,2022,1,160
Sebastian Ofner,Clay,2023,2,303
Sebastian Ofner,Clay,2024,3,370
Sebastian Ofner,Clay,2025,1,108
Sebastian Ofner,Hard,2023,2,284
Sebastien Grosjean,Clay,2002,2,365
Sebastien Grosjean,Grass,2001,1,183
Sebastien Grosjean,Grass,2003,1,172
Sebastien Grosjean,Grass,2004,2,332
Sebastien Grosjean,Grass,2005,1,243
Sebastien Grosjean,Hard,1999,1,419
Sebastien Grosjean,Hard,2000,1,113
Sebastien Grosjean,Hard,2001,4,745
Sebastien Grosjean,Hard,2002,1,158
Sebastien Lareau,Grass,1999,1,148
Seong Chan Hong,Hard,2024,1,113
Sergey Fomin,Clay,2019,1,168
Sergey Fomin,Clay,2022,1,144
Sergi Bruguera,Clay,1991,1,334
Sergi Bruguera,Clay,1993,4,697
Sergi Bruguera,Clay,1994,4,770
Sergi Bruguera,Clay,1995,2,447
Sergi Bruguera,Clay,1996,1,309
Sergi Bruguera,Clay,1997,2,462
Sergi Bruguera,Hard,1990,1,105
Sergi Bruguera,Hard,1993,2,216
Sergi Bruguera,Hard,1994,2,348
Sergi Bruguera,Hard,1995,1,109
Sergi Bruguera,Hard,1996,1,138
Sergi Bruguera,Hard,1997,1,175
Sergio Casal,Hard,1986,1,199
Sergio Cortes,Hard,1993,1,169
Sergiy Stakhovsky,Clay,2013,1,148
Sergiy Stakhovsky,Clay,2017,1,231
Sergiy Stakhovsky,Grass,2013,1,323
Sergiy Stakhovsky,Grass,2019,2,388
Sergiy Stakhovsky,Hard,2014,1,122
Sergiy Stakhovsky,Hard,2015,5,628
Sergiy Stakhovsky,Hard,2017,1,127
Sergiy Stakhovsky,Hard,2019,2,244
Sergiy Stakhovsky,Hard,2020,1,134
Sergiy Stakhovsky,Hard,2022,1,118
Shintaro Mochizuki,Clay,2024,1,286
Shintaro Mochizuki,Hard,2026,1,118
Sho Katayama,Hard,2015,1,99
Sho Shimabukuro,Grass,2023,1,138
Simone Bolelli,Hard,2015,3,426
Sjeng Schalken,Grass,2002,1,328
Sjeng Schalken,Grass,2003,1,194
Sjeng Schalken,Grass,2004,1,223
Sjeng Schalken,Hard,2002,2,567
Sjeng Schalken,Hard,2004,1,133
Slobodan Zivojinovic,Grass,1985,1,148
Slobodan Zivojinovic,Grass,1986,1,285
Slobodan Zivojinovic,Hard,1987,1,329
Somdev Devvarman,Hard,2013,1,102
Somdev Devvarman,Hard,2014,1,113
Soon Woo Kwon,Hard,2018,1,170
Soon Woo Kwon,Hard,2022,4,617
Soon Woo Kwon,Hard,2023,1,174
Stan Smith,Grass,1971,2,505
Stan Wawrinka,Clay,2008,1,158
Stan Wawrinka,Clay,2009,1,162
Stan Wawrinka,Clay,2010,2,283
Stan Wawrinka,Clay,2011,1,159
Stan Wawrinka,Clay,2013,4,715
Stan Wawrinka,Clay,2014,3,440
Stan Wawrinka,Clay,2015,6,1028
Stan Wawrinka,Clay,2016,1,215
Stan Wawrinka,Clay,2017,2,490
Stan Wawrinka,Clay,2018,1,112
Stan Wawrinka,Clay,2019,3,573
Stan Wawrinka,Clay,2020,1,141
Stan Wawrinka,Clay,2022,2,294
Stan Wawrinka,Clay,2023,3,518
Stan Wawrinka,Clay,2024,2,268
Stan Wawrinka,Clay,2025,2,431
Stan Wawrinka,Grass,2008,1,240
Stan Wawrinka,Grass,2012,1,135
Stan Wawrinka,Grass,2014,2,346
Stan Wawrinka,Grass,2015,1,323
Stan Wawrinka,Grass,2018,1,202
Stan Wawrinka,Grass,2019,3,658
Stan Wawrinka,Grass,2022,2,357
Stan Wawrinka,Grass,2023,1,215
Stan Wawrinka,Grass,2024,1,191
Stan Wawrinka,Hard,2006,1,133
Stan Wawrinka,Hard,2007,1,101
Stan Wawrinka,Hard,2008,1,190
Stan Wawrinka,Hard,2010,2,367
Stan Wawrinka,Hard,2011,2,259
Stan Wawrinka,Hard,2012,1,178
Stan Wawrinka,Hard,2013,2,522
Stan Wawrinka,Hard,2014,5,1051
Stan Wawrinka,Hard,2015,11,1696
Stan Wawrinka,Hard,2016,9,1818
Stan Wawrinka,Hard,2017,6,996
Stan Wawrinka,Hard,2018,7,1193
Stan Wawrinka,Hard,2019,12,2169
Stan Wawrinka,Hard,2020,3,646
Stan Wawrinka,Hard,2021,2,439
Stan Wawrinka,Hard,2022,6,1014
Stan Wawrinka,Hard,2023,7,1291
Stan Wawrinka,Hard,2024,5,915
Stan Wawrinka,Hard,2025,2,438
Stan Wawrinka,Hard,2026,4,665
Stefan Edberg,Clay,1988,2,511
Stefan Edberg,Clay,1989,2,636
Stefan Edberg,Clay,1991,2,411
Stefan Edberg,Clay,1992,4,972
Stefan Edberg,Clay,1993,4,783
Stefan Edberg,Clay,1994,4,999
Stefan Edberg,Clay,1995,3,412
Stefan Edberg,Clay,1996,4,726
Stefan Edberg,Grass,1985,2,562
Stefan Edberg,Grass,1987,3,793
Stefan Edberg,Grass,1988,3,711
Stefan Edberg,Grass,1989,4,933
Stefan Edberg,Grass,1990,5,879
Stefan Edberg,Grass,1991,5,892
Stefan Edberg,Grass,1992,2,457
Stefan Edberg,Grass,1993,3,774
Stefan Edberg,Grass,1994,1,355
Stefan Edberg,Grass,1996,2,399
Stefan Edberg,Hard,1985,3,701
Stefan Edberg,Hard,1986,6,1000
Stefan Edberg,Hard,1987,9,1722
Stefan Edberg,Hard,1988,4,917
Stefan Edberg,Hard,1989,11,1834
Stefan Edberg,Hard,1990,21,3400
Stefan Edberg,Hard,1991,16,2847
Stefan Edberg,Hard,1992,17,3621
Stefan Edberg,Hard,1993,12,2300
Stefan Edberg,Hard,1994,11,1907
Stefan Edberg,Hard,1995,13,2500
Stefan Edberg,Hard,1996,11,1882
Stefan Edberg,Hard,2012,1,75
Stefan Koubek,Clay,2003,1,100
Stefan Kozlov,Hard,2021,1,115
Stefan Kozlov,Hard,2022,1,252
Stefano Napolitano,Hard,2016,1,100
Stefano Pescosolido,Hard,1996,1,103
Stefano Travaglia,Clay,2019,1,122
Stefanos Sakellaridis,Hard,2025,3,358
Stefanos Tsitsipas,Clay,2018,4,559
Stefanos Tsitsipas,Clay,2019,3,359
Stefanos Tsitsipas,Clay,2020,2,503
Stefanos Tsitsipas,Clay,2021,12,1916
Stefanos Tsitsipas,Clay,2022,13,2223
Stefanos Tsitsipas,Clay,2023,7,912
Stefanos Tsitsipas,Clay,2024,12,1655
Stefanos Tsitsipas,Clay,2025,7,1205
Stefanos Tsitsipas,Clay,2026,2,382
Stefanos Tsitsipas,Grass,2016,1,200
Stefanos Tsitsipas,Grass,2018,2,331
Stefanos Tsitsipas,Grass,2019,1,316
Stefanos Tsitsipas,Grass,2022,3,608
Stefanos Tsitsipas,Grass,2023,4,1046
Stefanos Tsitsipas,Grass,2024,1,111
Stefanos Tsitsipas,Hard,2017,1,222
Stefanos Tsitsipas,Hard,2018,3,412
Stefanos Tsitsipas,Hard,2019,32,5434
Stefanos Tsitsipas,Hard,2020,5,786
Stefanos Tsitsipas,Hard,2021,13,2543
Stefanos Tsitsipas,Hard,2022,20,3115
Stefanos Tsitsipas,Hard,2023,21,3624
Stefanos Tsitsipas,Hard,2024,15,2304
Stefanos Tsitsipas,Hard,2025,7,1174
Stefanos Tsitsipas,Hard,2026,9,1243
Stephane Robert,Clay,2016,1,117
Stephane Robert,Clay,2019,1,190
Stephane Robert,Hard,2017,1,88
Stephane Robert,Hard,2019,1,140
Steve Darcis,Grass,2013,1,238
Steve Darcis,Hard,2015,1,141
Steve Darcis,Hard,2019,1,155
Steve Darcis,Hard,2020,2,370
Steve Denton,Grass,1982,1,170
Steve Johnson,Clay,2015,1,152
Steve Johnson,Clay,2017,1,204
Steve Johnson,Clay,2018,1,197
Steve Johnson,Clay,2019,1,157
Steve Johnson,Clay,2022,1,209
Steve Johnson,Grass,2019,1,176
Steve Johnson,Grass,2022,1,198
Steve Johnson,Hard,2015,3,483
Steve Johnson,Hard,2016,1,225
Steve Johnson,Hard,2017,3,575
Steve Johnson,Hard,2019,1,92
Steve Johnson,Hard,2020,1,139
Steve Johnson,Hard,2021,1,104
Steve Johnson,Hard,2022,4,563
Steven Diez,Clay,2014,1,129
Steven Diez,Clay,2022,2,221
Strong Kirchheimer,Hard,2024,1,117
Sumit Nagal,Clay,2019,1,130
Sumit Nagal,Clay,2023,1,128
Sumit Nagal,Hard,2026,2,363
Takao Suzuki,Hard,2005,1,189
Takao Suzuki,Hard,2006,1,199
Tallon Griekspoor,Clay,2019,2,263
Tallon Griekspoor,Clay,2021,7,1096
Tallon Griekspoor,Clay,2022,3,445
Tallon Griekspoor,Clay,2023,3,870
Tallon Griekspoor,Clay,2024,6,935
Tallon Griekspoor,Clay,2025,9,1616
Tallon Griekspoor,Clay,2026,1,195
Tallon Griekspoor,Grass,2023,2,408
Tallon Griekspoor,Grass,2024,1,103
Tallon Griekspoor,Grass,2025,1,154
Tallon Griekspoor,Hard,2018,1,146
Tallon Griekspoor,Hard,2019,4,607
Tallon Griekspoor,Hard,2020,4,584
Tallon Griekspoor,Hard,2021,4,724
Tallon Griekspoor,Hard,2022,8,1559
Tallon Griekspoor,Hard,2023,17,2834
Tallon Griekspoor,Hard,2024,19,3044
Tallon Griekspoor,Hard,2025,18,3298
Tallon Griekspoor,Hard,2026,6,721
Taro Daniel,Clay,2015,1,93
Taro Daniel,Clay,2019,1,153
Taro Daniel,Clay,2022,1,107
Taro Daniel,Hard,2014,1,102
Taro Daniel,Hard,2019,2,340
Taro Daniel,Hard,2022,3,343
Taro Daniel,Hard,2024,3,527
Taylor Dent,Grass,2002,1,172
Taylor Dent,Hard,2004,1,323
Taylor Fritz,Clay,2022,1,132
Taylor Fritz,Clay,2023,6,984
Taylor Fritz,Clay,2024,9,1043
Taylor Fritz,Clay,2025,4,600
Taylor Fritz,Grass,2019,1,170
Taylor Fritz,Grass,2021,1,241
Taylor Fritz,Grass,2022,3,511
Taylor Fritz,Grass,2023,1,136
Taylor Fritz,Grass,2024,1,281
Taylor Fritz,Grass,2025,9,1852
Taylor Fritz,Hard,2016,3,389
Taylor Fritz,Hard,2017,1,192
Taylor Fritz,Hard,2019,10,1333
Taylor Fritz,Hard,2020,4,871
Taylor Fritz,Hard,2021,8,1360
Taylor Fritz,Hard,2022,15,2571
Taylor Fritz,Hard,2023,11,1726
Taylor Fritz,Hard,2024,20,3032
Taylor Fritz,Hard,2025,18,2846
Taylor Fritz,Hard,2026,2,314
Tennys Sandgren,Clay,2016,1,94
Tennys Sandgren,Clay,2018,1,197
Tennys Sandgren,Hard,2014,1,259
Tennys Sandgren,Hard,2015,1,114
Tennys Sandgren,Hard,2019,4,614
Tennys Sandgren,Hard,2020,3,895
Tennys Sandgren,Hard,2021,1,97
Terence Atmane,Clay,2025,1,209
Teymuraz Gabashvili,Clay,2014,1,94
Teymuraz Gabashvili,Clay,2015,1,144
Teymuraz Gabashvili,Clay,2016,1,119
Teymuraz Gabashvili,Hard,2010,1,224
Teymuraz Gabashvili,Hard,2015,1,221
Teymuraz Gabashvili,Hard,2017,1,118
Thai Son Kwiatkowski,Hard,2018,1,223
Thanasi Kokkinakis,Clay,2021,1,91
Thanasi Kokkinakis,Clay,2023,1,89
Thanasi Kokkinakis,Clay,2024,1,321
Thanasi Kokkinakis,Grass,2015,1,112
Thanasi Kokkinakis,Hard,2013,1,148
Thanasi Kokkinakis,Hard,2014,1,152
Thanasi Kokkinakis,Hard,2015,2,259
Thanasi Kokkinakis,Hard,2018,1,194
Thanasi Kokkinakis,Hard,2021,1,354
Thanasi Kokkinakis,Hard,2022,3,572
Thanasi Kokkinakis,Hard,2023,8,1611
Thanasi Kokkinakis,Hard,2024,7,1146
Thiago Agustin Tirante,Clay,2020,1,158
Thiago Agustin Tirante,Clay,2023,1,244
Thiago Agustin Tirante,Clay,2024,1,126
Thiago Monteiro,Clay,2019,3,329
Thiago Monteiro,Clay,2020,1,240
Thiago Monteiro,Clay,2022,1,207
Thiago Monteiro,Clay,2023,1,181
Thiago Monteiro,Clay,2024,1,100
Thiago Monteiro,Clay,2026,1,121
Thiago Monteiro,Grass,2019,1,193
Thiago Monteiro,Hard,2022,1,103
Thiago Monteiro,Hard,2024,2,229
Thiago Monteiro,Hard,2025,1,309
Thiago Seyboth Wild,Clay,2019,1,132
Thiago Seyboth Wild,Clay,2020,1,291
Thiago Seyboth Wild,Clay,2021,1,199
Thiago Seyboth Wild,Clay,2023,2,657
Thiago Seyboth Wild,Clay,2024,3,453
Thiago Seyboth Wild,Clay,2026,1,79
Thiago Seyboth Wild,Grass,2024,1,341
Thiago Seyboth Wild,Hard,2023,1,191
Thiago Seyboth Wild,Hard,2024,3,553
Thiago Seyboth Wild,Hard,2025,2,289
Thiemo De Bakker,Clay,2019,1,168
Thiemo De Bakker,Hard,2013,1,113
Thiemo De Bakker,Hard,2016,1,218
Thiemo De Bakker,Hard,2019,1,181
Thierry Champion,Clay,1990,1,152
Thierry Champion,Clay,1991,1,157
Thierry Champion,Grass,1991,1,167
Thijs Boogaard,Hard,2024,1,118
Thijs Boogaard,Hard,2026,1,121
Thomas Enqvist,Grass,2001,1,192
Thomas Enqvist,Hard,1993,1,311
Thomas Enqvist,Hard,1995,3,518
Thomas Enqvist,Hard,1996,2,282
Thomas Enqvist,Hard,1997,1,178
Thomas Enqvist,Hard,1998,1,134
Thomas Enqvist,Hard,1999,4,804
Thomas Enqvist,Hard,2000,2,403
Thomas Fabbiano,Clay,2017,1,88
Thomas Fabbiano,Clay,2019,1,170
Thomas Fabbiano,Grass,2019,2,622
Thomas Fabbiano,Hard,2019,3,829
Thomas Johansson,Clay,1996,1,139
Thomas Johansson,Grass,2004,1,168
Thomas Johansson,Grass,2005,1,298
Thomas Johansson,Hard,1998,2,523
Thomas Johansson,Hard,1999,2,328
Thomas Johansson,Hard,2002,3,675
Thomas Johansson,Hard,2004,1,164
Thomas Muster,Clay,1988,1,268
Thomas Muster,Clay,1990,2,399
Thomas Muster,Clay,1991,1,308
Thomas Muster,Clay,1992,1,150
Thomas Muster,Clay,1993,1,220
Thomas Muster,Clay,1994,1,246
Thomas Muster,Clay,1995,5,1057
Thomas Muster,Clay,1996,4,905
Thomas Muster,Clay,1997,1,338
Thomas Muster,Hard,1989,1,247
Thomas Muster,Hard,1993,2,360
Thomas Muster,Hard,1994,2,304
Thomas Muster,Hard,1995,2,284
Thomas Muster,Hard,1996,2,306
Thomas Muster,Hard,1997,3,466
Thomas Muster,Hard,2011,1,108
Thomaz Bellucci,Clay,2011,1,155
Thomaz Bellucci,Clay,2012,1,193
Thomaz Bellucci,Clay,2015,2,245
Thomaz Bellucci,Clay,2017,1,204
Thomaz Bellucci,Clay,2023,1,123
Thomaz Bellucci,Grass,2012,1,193
Thomaz Bellucci,Hard,2012,1,187
Thomaz Bellucci,Hard,2015,1,132
Ti Chen,Hard,2015,1,93
Tim Henman,Clay,2002,1,205
Tim Henman,Grass,1995,1,197
Tim Henman,Grass,1996,2,616
Tim Henman,Grass,1997,3,870
Tim Henman,Grass,1998,2,451
Tim Henman,Grass,1999,3,891
Tim Henman,Grass,2001,3,796
Tim Henman,Grass,2002,2,361
Tim Henman,Grass,2006,1,151
Tim Henman,Hard,1996,2,414
Tim Henman,Hard,1998,2,328
Tim Henman,Hard,2000,3,594
Tim Henman,Hard,2001,2,345
Tim Henman,Hard,2002,1,100
Tim Henman,Hard,2003,2,300
Tim Henman,Hard,2004,4,507
Tim Henman,Hard,2005,1,98
Tim Henman,Hard,2006,1,107
Tim Mayotte,Grass,1985,1,314
Tim Mayotte,Grass,1989,1,240
Tim Mayotte,Hard,1985,1,162
Tim Mayotte,Hard,1989,1,149
Tim Smyczek,Hard,2014,1,204
Tim Smyczek,Hard,2015,3,674
Tim Smyczek,Hard,2016,1,127
Tim Van Rijthoven,Grass,2022,7,1286
Tim Van Rijthoven,Hard,2021,1,222
Tim Van Rijthoven,Hard,2022,4,742
Tim Van Rijthoven,Hard,2023,3,515
Tim Wilkison,Hard,1987,1,309
Timofey Skatov,Clay,2022,1,183
Timofey Skatov,Hard,2024,1,241
Timofey Skatov,Hard,2026,1,110
Titouan Droguet,Clay,2023,1,100
Tobias Kamke,Clay,2019,1,102
Tobias Kamke,Hard,2014,1,192
Todd Martin,Grass,1994,2,397
Todd Martin,Grass,1996,2,609
Todd Martin,Grass,1999,1,282
Todd Martin,Hard,1992,1,323
Todd Martin,Hard,1993,3,425
Todd Martin,Hard,1994,4,893
Todd Martin,Hard,1995,2,480
Todd Martin,Hard,1996,2,322
Todd Martin,Hard,1998,3,512
Todd Martin,Hard,1999,3,794
Todd Martin,Hard,2000,1,217
Todd Martin,Hard,2001,1,185
Todd Reid,Hard,2004,1,128
Todd Woodbridge,Clay,1990,1,181
Todd Woodbridge,Grass,1989,1,260
Todd Woodbridge,Grass,1997,1,174
Todd Woodbridge,Hard,1996,2,208
Todd Woodbridge,Hard,1998,2,243
Tomas Barrios Vera,Clay,2021,1,83
Tomas Barrios Vera,Clay,2024,2,318
Tomas Barrios Vera,Hard,2021,1,171
Tomas Behrend,Clay,2004,1,89
Tomas Berdych,Clay,2005,1,81
Tomas Berdych,Clay,2006,1,171
Tomas Berdych,Clay,2007,1,102
Tomas Berdych,Clay,2012,3,548
Tomas Berdych,Clay,2013,2,456
Tomas Berdych,Clay,2014,1,109
Tomas Berdych,Clay,2015,6,685
Tomas Berdych,Clay,2016,1,100
Tomas Berdych,Clay,2017,2,254
Tomas Berdych,Clay,2018,1,138
Tomas Berdych,Grass,2006,1,155
Tomas Berdych,Grass,2010,3,606
Tomas Berdych,Grass,2014,1,243
Tomas Berdych,Grass,2016,1,161
Tomas Berdych,Grass,2017,3,533
Tomas Berdych,Hard,2005,2,403
Tomas Berdych,Hard,2006,1,86
Tomas Berdych,Hard,2008,2,292
Tomas Berdych,Hard,2009,1,310
Tomas Berdych,Hard,2010,4,644
Tomas Berdych,Hard,2011,6,910
Tomas Berdych,Hard,2012,9,1910
Tomas Berdych,Hard,2013,5,816
Tomas Berdych,Hard,2014,7,1207
Tomas Berdych,Hard,2015,11,1590
Tomas Berdych,Hard,2016,4,659
Tomas Berdych,Hard,2017,3,461
Tomas Berdych,Hard,2018,1,190
Tomas Berdych,Hard,2019,2,326
Tomas Carbonell,Hard,1990,1,161
Tomas Machac,Clay,2024,3,520
Tomas Machac,Clay,2025,1,164
Tomas Machac,Clay,2026,1,136
Tomas Machac,Grass,2024,2,443
Tomas Machac,Hard,2020,1,177
Tomas Machac,Hard,2022,2,434
Tomas Machac,Hard,2023,1,285
Tomas Machac,Hard,2024,11,1506
Tomas Machac,Hard,2025,8,1091
Tomas Machac,Hard,2026,1,272
Tomas Martin Etcheverry,Clay,2023,4,715
Tomas Martin Etcheverry,Clay,2024,4,683
Tomas Martin Etcheverry,Clay,2025,2,314
Tomas Martin Etcheverry,Clay,2026,1,115
Tomas Martin Etcheverry,Hard,2022,1,185
Tomas Martin Etcheverry,Hard,2023,3,451
Tomas Martin Etcheverry,Hard,2024,6,984
Tomas Martin Etcheverry,Hard,2025,1,131
Tomas Martin Etcheverry,Hard,2026,2,474
Tomas Smid,Hard,1980,1,277
Tomas Zib,Hard,2006,1,85
Tomasz Berkieta,Clay,2024,1,180
Tommy Haas,Clay,2002,1,166
Tommy Haas,Clay,2009,1,275
Tommy Haas,Clay,2012,1,148
Tommy Haas,Clay,2014,1,174
Tommy Haas,Grass,2006,1,218
Tommy Haas,Grass,2009,2,441
Tommy Haas,Grass,2012,1,154
Tommy Haas,Grass,2015,1,124
Tommy Haas,Grass,2017,2,381
Tommy Haas,Hard,1996,1,217
Tommy Haas,Hard,1999,3,557
Tommy Haas,Hard,2000,3,554
Tommy Haas,Hard,2001,6,1008
Tommy Haas,Hard,2002,2,653
Tommy Haas,Hard,2004,1,143
Tommy Haas,Hard,2006,4,758
Tommy Haas,Hard,2007,4,725
